Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
VINEETLAB,Vineet Laboratories Limited,-20.22,0.18,16.26,7.59,3.5
VINNY,Vinny Overseas Limited,-13.54,-1.89,13.59,9.11,0.0
VINYLINDIA,Vinyl Chemicals (India) Limited,29.49,-18.22,1.01,-0.98,0.0
VIPCLOTHNG,VIP Clothing Limited,0.49,5.8,-1.97,-1.22,0.0
VIPIND,VIP Industries Limited,-17.74,8.14,-4.03,-5.01,0.0
VIPULLTD,Vipul Limited,6.98,-12.4,-1.8,3.77,-13.5
VIRINCHI,Virinchi Limited,-2.9,-9.38,5.57,0.13,0.0
VISACHROME,VISA Chrome Limited,5.73,-0.91,-6.44,1.25,-1.8
VISAKAIND,Visaka Industries Limited,-13.58,0.81,2.33,0.47,0.0
VISHNU,Vishnu Chemicals Limited,-14.15,-0.14,1.87,0.73,9.7
VISHWARAJ,Vishwaraj Sugar Industries Limited,3.73,-19.08,9.54,6.35,0.0
VISL,Vedanta Iron and Steel Limited,-11.83,15.11,0.59,2.48,0.0
VITAL,Vital Chemtech Limited,-3.78,5.47,-8.74,-3.24,0.0
VIVIANA,Viviana Power Tech Limited,6.15,-11.38,-4.72,-5.88,12.8
VIVIDHA,Visagar Polytex Limited,-3.29,-2.46,8.08,8.42,0.0
VIVIMEDLAB,Vivimed Labs Limited,18.18,6.98,-13.93,-10.44,0.0
VIYASH,Viyash Scientific Limited,5.18,4.01,1.72,0.12,3.5
VLEGOV,VL E-Governance & IT Solutions Limited,-26.53,9.3,6.53,3.72,0.0
VLSFINANCE,VLS Finance Limited,25.55,-5.78,-5.69,-2.78,0.0
VMART,V-Mart Retail Limited,-14.16,4.42,11.32,5.17,0.0
VMM,Vishal Mega Mart Limited,-8.53,21.08,-6.09,-6.4,13.8
VMSTMT,VMS TMT Limited,-1.74,5.11,-10.48,-10.81,-9.6
VOEPL,Virtuoso Optoelectronics Limited,2.37,-3.82,-0.19,-3.65,0.0
VOGL,Vedanta Oil and Gas Limited,5.0,1.77,2.05,-0.73,0.0
VOLTAMP,Voltamp Transformers Limited,17.46,2.69,-15.21,-12.99,0.0
VOLTAS,Voltas Limited,-11.6,-7.91,13.89,10.17,0.0
VPRPL,Vishnu Prakash R Punglia Limited,14.28,-13.84,-5.65,-1.13,0.0
VRAJ,Vraj Iron and Steel Limited,-3.34,-10.41,-0.28,1.12,0.0
VRLLOG,VRL Logistics Limited,-13.11,14.44,3.76,2.8,0.0
VSSL,Vardhman Special Steels Limited,-7.82,0.27,1.43,1.45,0.0
VSTIND,VST Industries Limited,0.18,0.02,-3.53,-3.07,0.0
VSTL,Vibhor Steel Tubes Limited,-8.02,17.33,2.14,1.27,0.0
VSTTILLERS,V.S.T Tillers Tractors Limited,-11.79,18.03,-7.19,-1.4,0.0
VTL,Vardhman Textiles Limited,-10.01,11.75,-1.57,-2.36,-11.6
WAAREEENER,Waaree Energies Limited,-14.37,12.97,13.38,9.89,0.0
WAAREEINDO,Indosolar Limited,-10.64,21.3,-9.36,-7.71,0.0
WAAREERTL,Waaree Renewable Technologies Limited,-25.86,10.91,8.07,7.87,0.0
WABAG,VA Tech Wabag Limited,6.33,2.06,-4.92,0.3,0.0
WAKEFIT,Wakefit Innovations Limited,-1.83,5.61,6.69,4.68,3.6
WALCHANNAG,Walchandnagar Industries Limited,8.58,-17.82,7.97,5.46,0.0
WANBURY,Wanbury Limited,16.4,1.62,-18.9,-12.23,0.0
WCIL,Western Carriers (India) Limited,-6.17,6.54,-2.28,-1.33,0.2
WEALTH,Wealth First Portfolio Managers Limited,1.58,-16.42,3.81,2.35,0.0
WEBELSOLAR,Websol Energy System Limited,4.06,1.54,0.86,-2.86,0.0
WEIZMANIND,Weizmann Limited,-9.03,-7.71,4.25,2.6,6.9
WEL,Wonder Electricals Limited,4.18,-6.83,6.75,2.36,0.0
WELCORP,Welspun Corp Limited,14.88,-1.6,-9.99,-5.08,9.3
WELENT,Welspun Enterprises Limited,-4.35,-2.58,4.3,5.12,0.0
WELINV,Welspun Investments and Commercials Limited,-1.04,2.46,-4.59,-2.84,0.0
WELSPLSOL,Welspun Specialty Solutions Limited,-16.74,11.15,14.01,11.21,0.0
WELSPUNLIV,Welspun Living Limited,2.91,-1.31,2.34,2.86,0.0
WENDT,Wendt (India) Limited,-3.14,7.93,-5.21,-2.24,13.3
WESTLIFE,WESTLIFE FOODWORLD LIMITED,1.8,0.24,-4.68,-2.6,0.0
WEWIN,WE WIN LIMITED,13.16,-0.93,-7.04,-5.46,0.0
WEWORK,WeWork India Management Limited,-14.63,0.11,16.75,11.06,0.0
WHEELS,Wheels India Limited,-11.45,20.54,-6.23,-5.0,0.0
WHIRLPOOL,Whirlpool of India Limited,-1.31,-7.02,-0.88,-0.84,0.0
WILLAMAGOR,Williamson Magor & Company Limited,-0.57,8.9,3.37,4.46,0.0
WINDLAS,Windlas Biotech Limited,-2.37,-11.52,4.35,3.77,0.0
WINDMACHIN,Windsor Machines Limited,12.17,-15.18,7.13,4.35,0.0
WINSOME,Winsome Yarns Limited,-9.75,5.0,1.73,1.13,0.0
WIPL,The Western India Plywoods Limited,-2.13,-7.07,4.22,1.49,-3.0
WIPRO,Wipro Limited,10.44,-8.21,1.76,-0.52,0.0
WOCKPHARMA,Wockhardt Limited,9.2,-6.02,-3.43,-1.85,0.0
WONDERLA,Wonderla Holidays Limited,-7.51,7.81,-11.93,-5.85,0.0
WORTHPERI,Worth Peripherals Limited,-7.94,4.3,-4.12,1.24,0.0
WPIL,WPIL Limited,-27.76,12.67,4.08,1.77,0.0
WSI,W S Industries (I) Limited,-5.18,-9.33,12.06,9.4,0.0
WSTCSTPAPR,West Coast Paper Mills Limited,8.46,-9.14,-5.58,-6.28,0.0
XCHANGING,Xchanging Solutions Limited,21.95,-10.33,3.61,2.16,0.0
XELPMOC,Xelpmoc Design And Tech Limited,5.2,3.16,-0.93,-0.38,0.0
XPROINDIA,Xpro India Limited,-14.1,8.15,1.06,2.55,0.0
XTGLOBAL,Xtglobal Infotech Limited,6.24,10.05,-6.33,-1.13,0.0
YASHO,Yasho Industries Limited,8.63,-7.87,13.91,7.01,0.0
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,-3.38,-13.4,6.55,2.52,0.0
YATRA,Yatra Online Limited,-15.95,-1.83,11.91,11.78,-9.1
YESBANK,Yes Bank Limited,-9.64,7.22,2.91,2.28,0.0
YUKEN,Yuken India Limited,-17.11,15.47,-2.11,0.14,2.5
ZAGGLE,Zaggle Prepaid Ocean Services Limited,-6.35,11.81,-1.9,2.38,13.1
ZEEL,Zee Entertainment Enterprises Limited,3.6,-4.1,3.57,4.86,0.0
ZEELEARN,Zee Learn Limited,4.04,-3.54,-4.4,-1.21,0.0
ZEEMEDIA,Zee Media Corporation Limited,0.5,-7.43,4.09,2.15,0.0
ZENITHEXPO,Zenith Exports Limited,-20.12,7.2,2.57,2.76,0.0
ZENITHSTL,Zenith Steel Pipes & Industries Limited,-9.48,-19.64,13.49,12.26,0.0
ZENSARTECH,Zensar Technologies Limited,4.31,-5.35,-10.99,-7.73,3.1
ZENTEC,Zen Technologies Limited,-11.73,4.27,6.02,2.28,0.0
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,-1.25,-2.57,-5.9,-3.32,0.0
ZFSTEERING,ZF Steering Gear (India) Limited,7.58,3.01,-1.5,-2.19,0.0
ZIMLAB,Zim Laboratories Limited,21.96,-12.77,-4.04,-0.93,0.0
ZODIAC,Zodiac Energy Limited,-7.34,-3.52,3.04,-0.39,-7.1
ZODIACLOTH,Zodiac Clothing Company Limited,1.29,1.52,0.29,-1.28,0.0
ZOTA,Zota Health Care LImited,-20.89,18.1,1.35,2.02,0.0
ZSARACOM,Saraswati Commercial India Limited,-10.33,0.68,0.92,5.35,14.6
ZUARI,Zuari Agro Chemicals Limited,21.15,-11.35,-2.03,2.45,0.0
ZUARIIND,ZUARI INDUSTRIES LIMITED,-7.1,3.61,3.56,4.51,8.2
ZYDUSLIFE,Zydus Lifesciences Limited,-6.75,-1.52,13.77,10.58,-1.6
ZYDUSWELL,Zydus Wellness Limited,-12.38,4.36,7.64,2.73,0.0
